,latitude,longitude
833100,41.87933204102564,-87.65707678974358
839100,41.87996174111674,-87.63184433502532
081201,41.898888848101265,-87.62610887341768
150401,41.96452162222222,-87.77222355555553
150501,41.96470934862384,-87.78111093577984
843000,41.86800471287128,-87.72314079207915
842900,41.863758464944645,-87.67236063468638
842100,41.89604745783131,-87.73265445783132
841900,41.86740900692038,-87.64464144636678
080201,41.90940278333334,-87.6312818
070101,41.93034330303032,-87.63465626262624
081202,41.90391507079645,-87.62412684070797
040402,41.97253116666667,-87.67865762698412
220702,41.92916993877549,-87.72366871428574
140301,41.969411909090894,-87.72337464772727
842200,41.906233758389256,-87.64947230201345
843700,41.94397500000001,-87.68960940880505
835000,41.78275973770491,-87.68566192622953
842300,41.90038580528851,-87.6553796177884
230200,41.91181035211269,-87.71018649295775
835100,41.79043552173912,-87.68501921014492
834700,41.790478154639175,-87.6452133298969
151001,41.9422547979798,-87.7546721919192
151002,41.942230481203,-87.7468829172932
160602,41.95608243055555,-87.70147827777778
140601,41.964648681818176,-87.72604156060603
140701,41.967079000000005,-87.71299295918367
140602,41.96451723611111,-87.72120863888887
390500,41.805248881355936,-87.59908974576271
841800,41.76564160663509,-87.59857373933653
842500,41.77694255656108,-87.62398860633486
842600,41.81542835273974,-87.64990533219179
843500,41.837553923076904,-87.6978251703297
843400,41.85000681578947,-87.73072040350877
140302,41.97246211811022,-87.72384870866144
110501,41.97727658666666,-87.76267197333337
390400,41.80612129850746,-87.60417052238805
843200,41.84885273734943,-87.657565033735
840800,41.84158743478261,-87.70752614492751
110502,41.970316971910115,-87.76036844382023
760802,41.963742742700774,-87.85000347627737
150502,41.956590716981154,-87.7819958301887
843100,41.86002003910616,-87.70245359776538
834300,41.74668312380955,-87.59101820476192
843900,41.776630626728114,-87.57990990322583
831200,41.915309227272736,-87.73214112121211
831600,41.92676627972028,-87.79916748951051
831500,41.928635609022535,-87.78755107518796
831100,41.94292315725808,-87.71700875
831700,41.95343542767297,-87.74575294339628
271500,41.87158729411766,-87.71295763235294
440202,41.741741277227725,-87.61008929702972
440102,41.741827360824736,-87.60113802061854
430102,41.767894873563236,-87.56621231034482
030702,41.98096447826087,-87.65484817391304
030603,41.98543377358491,-87.65874258490565
030701,41.98279211904761,-87.65825726190477
836300,41.80156679487178,-87.60188692307693
838300,41.90116172173913,-87.63866504347826
839800,41.835133133333315,-87.64333640000002
836600,41.898815963190195,-87.70855777300613
730202,41.727391993589734,-87.64798409615382
430101,41.7695259041096,-87.5738139589041
063302,41.935153924999995,-87.639965925
836200,41.78991678160921,-87.60148802298849
071400,41.9223478275862,-87.63462081609195
840100,41.842218241666664,-87.63846807499998
580502,41.814634734693875,-87.69945534693878
841400,41.853354230769234,-87.71412936538461
081401,41.89511778313251,-87.61936616867467
081403,41.89163464253393,-87.6152282262443
030703,41.97890830645163,-87.65771880645163
836000,41.81370734408602,-87.61166237634409
835800,41.81270812658229,-87.61853535443036
835900,41.820411542635675,-87.6206679224806
834500,41.78772844366193,-87.62392378169017
843600,41.807307697674425,-87.6090201627907
580501,41.81966839047621,-87.6995812190476
834600,41.78701244976076,-87.63408276555022
831800,41.97687697572815,-87.71521261165044
071600,41.91612943103449,-87.64081151724139
832600,41.91530397350989,-87.65550981456953
061901,41.943377281553396,-87.6432593592233
839900,41.82759221276596,-87.64833234751772
030104,41.9973524032258,-87.657501516129
770602,42.010209981072585,-87.90222372239751
839700,41.83361173469388,-87.65304463945577
835200,41.796886036496346,-87.74556177372263
833900,41.731738555555545,-87.54701528654967
836800,41.88480311392404,-87.71348051265822
838800,41.68161254241068,-87.57088592187493
836700,41.89224214117648,-87.70316551176471
832200,41.920500914772745,-87.67982268181821
252201,41.87674521666667,-87.75205712500002
831000,41.91464034722222,-87.67740360416663
832400,41.91570380152671,-87.69132641221378
070103,41.92692663333333,-87.6430644
220701,41.92592744642856,-87.72137489285716
841600,41.855259315789475,-87.70772311842107
770902,41.97042456218904,-87.83657762189051
660301,41.78004138356163,-87.69861228767122
660302,41.78326225000001,-87.69873124999997
301802,41.844768439999996,-87.72791135
834000,41.728593029761896,-87.6299147857143
834200,41.75568310828025,-87.58478944585988
730201,41.727065595041324,-87.65812050413223
835500,41.81601407361964,-87.6328728650307
839500,41.83446685714287,-87.61863625274724
839200,41.84152011009173,-87.62238505504585
530502,41.66581509473684,-87.6265900526316
840400,41.83399876433122,-87.66872668789809
841000,41.84865066666671,-87.61973913888889
030101,41.991247461538485,-87.65725192307691
700302,41.73793834090912,-87.73149752840908
700402,41.73827123728812,-87.7126125254237
700401,41.74600240000001,-87.7121920275862
830500,41.831829977695136,-87.72051460594795
841700,41.853157366197166,-87.70497759859153
640100,41.781827267857125,-87.73978012500004
840700,41.85239511475411,-87.69472360655735
841300,41.84322824193546,-87.68184366129027
301801,41.84184434782609,-87.73394002173912
060800,41.95365180597014,-87.64572985074624
832300,41.91931042857141,-87.67219255026455
832500,41.92187242138363,-87.66499001886793
832000,41.94620168518515,-87.6543867037037
160601,41.959376391666666,-87.7020458083333
210501,41.93711242241381,-87.72240631896555
210601,41.93736603731342,-87.71207619402986
081300,41.89830914864865,-87.62029533783783
700502,41.73885314619883,-87.68975828654969
836100,41.79994123529411,-87.61919152941175
835700,41.81308891379311,-87.62786136206897
061100,41.94925263492062,-87.65702674603175
836400,41.820736307142866,-87.60192322857142
836500,41.8268788737864,-87.60372503883498
839600,41.82747173493975,-87.61927556626507
840000,41.83144974603174,-87.63824961111108
835600,41.80146844642856,-87.63144010714282
830800,41.9648080107527,-87.67643886021504
460301,41.73951627619048,-87.55645316190478
301701,41.842551008620696,-87.71958679310347
310400,41.85647559433965,-87.65230269811317
530100,41.681771122222216,-87.61829770000001
081100,41.90003717441863,-87.62906246511629
150700,41.94957103076923,-87.76193643076925
301702,41.838754035714274,-87.71964441964288
700301,41.74561117567566,-87.73121147297297
490902,41.70254793125,-87.613874175
061800,41.94650438297871,-87.64708646808509
490901,41.69596765671641,-87.6166546641791
650302,41.77512782758621,-87.71758496551725
831900,41.945093629999995,-87.66894438999998
830600,42.00165511504426,-87.6732105840707
830900,41.92842124324322,-87.68619715765774
830700,41.96186978443112,-87.65911441916164
300900,41.84776270370371,-87.70261469135802
700501,41.74649248633881,-87.68952898907101
460302,41.74690221428572,-87.55666599107144
431302,41.75824792631581,-87.56181128421056
222900,41.91565548051946,-87.72043937662339
431301,41.753306803571434,-87.55877311607142
440101,41.74850565979381,-87.60080298969073
301803,41.839805792207756,-87.72783987012984
310200,41.85605700689652,-87.64466372413791
310300,41.85605137209304,-87.64904506201552
310500,41.855649129411766,-87.65461649411768
510300,41.71638604639176,-87.576640927835
491400,41.689235930232556,-87.61721775193797
500200,41.700616967948726,-87.60021314743587
530200,41.68180949171274,-87.6326939668508
740100,41.69444276033057,-87.69898000826444
140500,41.96539215116279,-87.73150687209302
140800,41.96434367424243,-87.70264154545454
301100,41.847626024390244,-87.69816680487808
150200,41.96098226893937,-87.75275274242426
150300,41.96118899069769,-87.76129659534887
301200,41.848162010752695,-87.6928025483871
740400,41.68664951737451,-87.71755246718148
020400,42.00881408695652,-87.68636102608694
640300,41.78167049999999,-87.77217369863018
640600,41.77619346774192,-87.77112565322575
010400,42.00328773195876,-87.65986575257733
071800,41.91397085714285,-87.64625859523805
160300,41.95696604800001,-87.731364944
310700,41.856167024999976,-87.664672475
071500,41.91397346610169,-87.63308474576273
071700,41.91325172580644,-87.64067066129032
671200,41.776837431034494,-87.66626167241378
670500,41.78753141666669,-87.67607696875
670600,41.78303867796612,-87.67160820338982
670700,41.78290049122806,-87.66670266666664
670800,41.78310077777777,-87.66165055555558
670900,41.782804454545456,-87.65739821212121
671100,41.77729181159422,-87.66154246376811
671300,41.77329814285714,-87.6714929642857
671400,41.77328656578947,-87.67601540789471
671500,41.768226054263565,-87.6701766046512
671600,41.76917130769231,-87.66154826923078
670100,41.790279493975895,-87.65750965060242
230500,41.91146169166667,-87.73395399999998
230600,41.90649417333333,-87.73256926666666
240600,41.91228350666667,-87.68945844000001
241000,41.908468770491815,-87.69438131147537
191000,41.91959700970874,-87.74381148543688
080300,41.907359781250015,-87.63657230208331
300800,41.84769244594593,-87.70741241891889
650200,41.78261454399999,-87.729846448
660500,41.77534319354838,-87.70740503225807
221400,41.920411866141734,-87.69419748818896
161000,41.950581361344526,-87.72999688235294
340600,41.82783195495498,-87.63150738738737
240500,41.91211139795918,-87.68302397959184
240700,41.91233349999999,-87.69480564102565
240800,41.91253080769231,-87.69934037179489
240900,41.90456533928572,-87.70174198809522
241100,41.9066262736842,-87.68993264210523
190300,41.93501837142856,-87.76048266666665
190800,41.92789351260506,-87.75008466386552
190900,41.92775239999999,-87.74471498333334
191100,41.91956294949495,-87.75062115151515
191200,41.92021179310345,-87.76030259482759
080100,41.90769853763441,-87.62638493548388
080400,41.90734736363636,-87.64031813636366
081000,41.9000447173913,-87.63191046739131
150600,41.95002130147058,-87.77201857352945
301600,41.84090643209877,-87.71224485185184
020500,42.00099318181819,-87.68387227272727
821402,41.66271557471263,-87.6538209463602
750300,41.695176577981655,-87.68570370642199
640800,41.77455821794873,-87.73969701282054
750100,41.695932972222224,-87.65451176111115
740200,41.704757437837834,-87.71234052972976
650400,41.76608691752577,-87.71765772164949
650500,41.76260356296297,-87.73210842592596
660600,41.77712899337751,-87.69363254966888
221100,41.921455904000005,-87.71078712800002
221300,41.92113831343283,-87.69966794776124
221500,41.92159592035397,-87.68928891150442
020100,42.01573107692309,-87.6872375714286
221600,41.921525841726634,-87.68519606474818
160800,41.94986312499998,-87.71306624999997
160900,41.94978255555555,-87.72294812418296
222800,41.91503466101695,-87.71505506779664
161100,41.949463583333355,-87.73862085185189
161200,41.942669675213665,-87.73851518803421
161300,41.94327685964914,-87.73105371929826
650100,41.78236049,-87.71659768
330200,41.85975869948187,-87.62993220207261
420600,41.78292762264151,-87.6132184716981
420700,41.77653219565218,-87.61098745652171
661000,41.76285273387096,-87.68479712903222
823304,41.68207980830669,-87.70318605431306
010100,42.02065606249999,-87.66822130000001
230300,41.91172688679246,-87.71514400000001
640400,41.78155234090907,-87.79187192045451
640500,41.77599150793651,-87.79212423809525
640700,41.77631170491802,-87.75136737704923
151200,41.94173830400001,-87.77191898400001
310800,41.85611604854369,-87.6692493106796
660400,41.78280377777778,-87.70821217171715
670400,41.79032784337348,-87.6719081325301
340400,41.84195543157897,-87.63236067368422
420800,41.77725511940299,-87.60331040298503
421200,41.77114066101695,-87.60911784745763
661100,41.76159732110092,-87.70213776146787
222500,41.91589482432434,-87.69950363513513
190200,41.93510020754717,-87.7524863773585
390600,41.80589893650793,-87.59418636507935
010300,42.0162724375,-87.66652014062497
010600,42.00548575714288,-87.6673487071429
020200,42.01549486131386,-87.69996532846719
150800,41.95016114516129,-87.7524876048387
151100,41.94239625384616,-87.76158290000001
230100,41.91206352307695,-87.70458689230767
160100,41.96475505839415,-87.74328829197081
160200,41.95904958563536,-87.7376947734807
160400,41.95739041304347,-87.72295703260866
310600,41.85702472794119,-87.6591781176471
310900,41.85592455038762,-87.67468892248064
320400,41.87789288970588,-87.62322327205881
061500,41.945213365079354,-87.6614166984127
320600,41.870552653061225,-87.62172404081633
740300,41.69516648322144,-87.71114440268455
660700,41.773797878048775,-87.68088536585364
222700,41.91514132098766,-87.71013419753089
221200,41.921034471153845,-87.70457595192309
160700,41.95063515555553,-87.70174694074072
222200,41.91561110833336,-87.68416955833332
340500,41.83460901886792,-87.6328750754717
330100,41.85758489147289,-87.62042618604642
340300,41.843172954887216,-87.6361022556391
350400,41.841358393442626,-87.62829514754101
750500,41.68542190384615,-87.66932637692314
750400,41.684719135135126,-87.68458051351354
750200,41.69538866500002,-87.67020166000002
430200,41.7695117280702,-87.5821128421053
660800,41.77381191447368,-87.69358850657895
660900,41.7680135210526,-87.69767436315792
670200,41.79042502272728,-87.66176045454544
670300,41.79072629487179,-87.66694969230772
222600,41.91577619117646,-87.70459522058822
230400,41.91154184444443,-87.72150431851854
170400,41.948752850000005,-87.81332450833337
380700,41.81367973584907,-87.62386141509435
381900,41.803779161290315,-87.61418496774193
390200,41.81337700000001,-87.59925728333332
171000,41.94228834285715,-87.7958559
180100,41.9339485851852,-87.79899614814813
390300,41.81295948437501,-87.60413285937501
390700,41.80603562376237,-87.58789708910889
400300,41.793273434782606,-87.6152802111801
400400,41.79149736231885,-87.61829807246374
400500,41.79148771428572,-87.62326684126985
400800,41.78277638461538,-87.62038532967034
410100,41.80119613333333,-87.5848838285714
440300,41.744414990740744,-87.6195833055556
440700,41.73505623529412,-87.61015697058825
430800,41.760911259740276,-87.57164268831167
671800,41.76171446153847,-87.65639368131869
680500,41.790748312499986,-87.65228532500002
681100,41.76900414772728,-87.64949622727275
200100,41.93517674418604,-87.7377633488372
410200,41.80154711428571,-87.59438379999999
680600,41.78328240677967,-87.65187054237283
170600,41.941272304347855,-87.83095144565216
380500,41.82029706349208,-87.62777439682539
381700,41.80518342372881,-87.62741605084744
430300,41.76927191397849,-87.58967305376352
430700,41.76491129166667,-87.56242413888889
430900,41.76058111956521,-87.5812060108696
431200,41.75518413580248,-87.57113318518516
431400,41.757028029629616,-87.55181522222226
230800,41.9066695,-87.71492258333336
231100,41.89939449999999,-87.71464093421051
170900,41.9358969375,-87.81151608333329
210100,41.94250408496729,-87.70253072549018
420200,41.783308378787886,-87.59274854545457
420300,41.78260260416668,-87.59857406250002
440600,41.731731479166676,-87.61938743055558
440800,41.73008941121496,-87.60364473831778
440900,41.727179244755256,-87.60875311888113
560400,41.80389541095891,-87.74075531506847
450300,41.74229479227054,-87.57831124637677
671900,41.76166526595743,-87.66148540425533
672000,41.76174585365853,-87.66984092682928
680900,41.77679096226415,-87.63722554245288
681000,41.77623637068966,-87.64903112068966
240200,41.912203675324655,-87.67030966233767
240300,41.912377307692324,-87.67515229670329
200200,41.92768918584071,-87.736459840708
410500,41.79816816363636,-87.60344141818179
410600,41.798281749999994,-87.59899719999999
170100,41.95528463157893,-87.79423218045108
170200,41.949637999999986,-87.78073759829061
170300,41.94853644390244,-87.7965793804878
381800,41.803721615384624,-87.62041447252746
170500,41.95009330499999,-87.82766727999996
351400,41.82782457142857,-87.62451869230769
381200,41.80856863636364,-87.6141411818182
381400,41.807729544444456,-87.62059398888888
390100,41.812986097826084,-87.59330857608694
430400,41.762765783333336,-87.59051365833332
430500,41.76458911538461,-87.58165828846155
430600,41.764686207920796,-87.571385
230700,41.90710189714288,-87.72119500571432
230900,41.90662630597015,-87.71077008208961
231200,41.89937529807692,-87.72079920192303
170700,41.941963020201996,-87.8225381010101
170800,41.94161178504674,-87.81252028971964
171100,41.94205612037037,-87.78067164814817
190100,41.93565434999999,-87.74493767500002
242200,41.90000560869567,-87.67439193913046
200300,41.92330314074075,-87.73301548888894
210400,41.93616993421051,-87.73020459210528
220300,41.92930473529413,-87.69464464705884
210700,41.936083114093975,-87.70351292617454
210800,41.935304212598425,-87.69890552755903
210900,41.93446802531647,-87.69414034810127
420100,41.78260735465116,-87.58325448837208
420400,41.782562719298255,-87.60388742105265
420500,41.78278240350877,-87.60826956140352
691300,41.754711034883734,-87.62032659302328
031700,41.965567215189864,-87.66322226582278
470100,41.72702919021737,-87.59706945108692
480100,41.73520630232557,-87.5740187732558
691000,41.76211173033708,-87.62001989887644
242300,41.899431624999984,-87.68004294318185
411100,41.790611071428586,-87.58916571428568
460400,41.743824076923076,-87.56362805494506
681200,41.76930862142857,-87.6382778928571
690500,41.76789662365591,-87.61205841935484
241400,41.90567503875967,-87.67453204651157
241500,41.9086891142857,-87.67108278095239
241600,41.90670129090908,-87.66524044545449
242000,41.899830222222214,-87.66506138461537
243300,41.892578436507925,-87.66477471428568
491200,41.68897533333334,-87.63684062037036
480300,41.72894196296297,-87.5877259722222
710800,41.747909991525425,-87.64857517796608
711300,41.73306089534885,-87.66729330232559
010202,42.016546023529415,-87.67273859999996
480200,41.73532415306122,-87.59021916326529
480400,41.728865386740345,-87.5766699337017
480500,41.72667240975606,-87.55742258048782
241200,41.906857430232556,-87.68387782558139
691100,41.76161427731093,-87.63055026890756
691200,41.75484130303029,-87.63261995757571
691400,41.75491136842106,-87.60984869473687
051200,41.94134712676056,-87.6751381830986
691500,41.75563867973859,-87.59878638562095
700100,41.7526743186813,-87.69487131868134
410700,41.79780535714285,-87.59383174285715
410800,41.79685954128441,-87.59005952293579
410900,41.79739199999999,-87.5829358627451
411000,41.79113763120568,-87.58416651773048
411200,41.79034451282053,-87.59378202564102
530600,41.67066133593753,-87.61923144531252
460100,41.744382409909925,-87.54452509909916
460200,41.741592699186974,-87.54748110569106
460500,41.74722114102566,-87.57447962179488
460600,41.736126635294106,-87.5600659058824
460700,41.735847714285704,-87.54918806250001
241300,41.90701356666667,-87.68120354444444
461000,41.72766111851849,-87.5462519407407
681300,41.76103084027779,-87.63928811805553
681400,41.761410592233,-87.65017062135922
060100,41.95770695945945,-87.66580536486485
690300,41.76870870689654,-87.62864956896551
690400,41.76994012738852,-87.62011654140127
690900,41.76292470491805,-87.6094903934426
060200,41.957258903225814,-87.67165658064515
242100,41.90000124390243,-87.66979913821146
243100,41.8926219465649,-87.67472016030538
243200,41.892302878787866,-87.66957244696977
611600,41.797984518987356,-87.67647439240503
243400,41.892905748503004,-87.65947231736531
243500,41.89320566046511,-87.65259837674418
711100,41.7400538695652,-87.65846998913044
250200,41.912101905660364,-87.75119483962266
491000,41.700323986666646,-87.62878124000002
491100,41.699718311688336,-87.63616656493507
710100,41.75355450909092,-87.64184896363636
510100,41.71422982710282,-87.55106931308416
510200,41.71286124418602,-87.55911704069763
710300,41.75356607812499,-87.66132001562501
520200,41.712650706586835,-87.53955604191616
710900,41.74276306707315,-87.63919296341464
711000,41.73963806140349,-87.6476975087719
711200,41.74085048672566,-87.66990692920355
711400,41.73312401612903,-87.65115472043009
081402,41.89283216842105,-87.61149978947368
710600,41.74799770689656,-87.66101991379308
061902,41.943614018181805,-87.64019404545452
030200,41.994678503936996,-87.6656231968504
030300,41.99437772413792,-87.67205194252874
030400,41.98688743478261,-87.67150298913045
030500,41.986816098214305,-87.66538835714287
030800,41.98008746464646,-87.66479515151515
242400,41.89935605617976,-87.68400611235957
242500,41.89926854545455,-87.6898789090909
242600,41.90012414473685,-87.69363507894734
242700,41.89758494805194,-87.69956028571428
242800,41.89272238738737,-87.6906298558558
242900,41.89169469298247,-87.6840146578947
243000,41.892252944444465,-87.67936590476192
220400,41.92792531932771,-87.7003577815126
220500,41.92840982307692,-87.70512937692303
031800,41.96710816666666,-87.67026168333331
221000,41.92121279661017,-87.71523017796612
810400,41.98624745205479,-87.828444349315
031900,41.96332013793103,-87.6698942413793
520500,41.693199870689696,-87.53093368103454
720500,41.70356272173913,-87.68784963478257
490300,41.72592409999999,-87.61924830000001
490400,41.723744035714276,-87.60958777380948
350100,41.84151309322034,-87.61215067796608
351100,41.82747884745761,-87.61395967796611
251200,41.898306411290335,-87.76049002419352
570100,41.815775279411746,-87.71993099264701
030900,41.97979941935484,-87.6714688924731
250600,41.90573544666667,-87.77091508666666
560100,41.81573692913387,-87.74209866141733
032100,41.95833249425287,-87.65289639080456
490500,41.71723007446806,-87.61365651063834
490600,41.717271444444485,-87.62759497530867
490700,41.711614952380955,-87.62794412698413
490800,41.712113840796015,-87.6168853283582
700200,41.752388340425526,-87.72619377021275
710200,41.75471373786408,-87.6508766019417
710400,41.753477971153856,-87.67018826923079
710500,41.74751957017544,-87.67083495614033
710700,41.74650027777778,-87.65785153703702
251000,41.89840841441441,-87.74546534234233
280400,41.88651252777779,-87.67169622222225
320100,41.88475514569534,-87.62192219867548
580800,41.81025172413794,-87.68677427586208
351000,41.83539261718751,-87.61104878124998
360200,41.82666579032258,-87.60985625806453
380100,41.82021722018349,-87.60981068807338
231500,41.891498012048196,-87.71879022289161
251100,41.89838391428571,-87.75129973333331
550200,41.654878885802475,-87.5637224012345
560800,41.79625991489363,-87.7714294893617
560900,41.79618285624999,-87.79156906250005
500300,41.68915579646018,-87.60545969911506
561000,41.78806818709677,-87.79204409032262
561100,41.789245414012754,-87.77182454140132
570200,41.81412124193547,-87.72920509677418
730400,41.71772326666665,-87.65147031111111
730500,41.71489801360548,-87.6379952585034
730600,41.71134330534351,-87.65045323664117
730700,41.70251203030302,-87.65125328030304
250300,41.912623370860906,-87.76087833774834
250400,41.911400741176465,-87.77405211176472
250500,41.913414729166675,-87.79684558854164
250700,41.9056800940171,-87.76089175213676
250800,41.90563816494845,-87.7506411443299
520300,41.701248042016815,-87.53986171428578
520600,41.68899162295083,-87.54039093442621
560200,41.811285765306124,-87.74724466326529
560300,41.804054428571405,-87.74779517142856
560700,41.79629941935485,-87.7571697419355
711500,41.73263948749998,-87.6386522
720600,41.70286376041667,-87.67718192708334
031000,41.97236362790698,-87.67089858139532
580300,41.82564331460675,-87.70786720224723
050500,41.950386141414135,-87.68333745454541
050800,41.94497206382979,-87.68066885106381
051000,41.94113834615387,-87.6861409230769
051400,41.935429536585374,-87.68114735365853
081900,41.898142731343285,-87.6415157164179
252000,41.88441865573773,-87.76988358196722
260300,41.88463755769231,-87.73317029807694
040300,41.976493409836074,-87.70154440163938
040800,41.96298811864406,-87.69245781355932
050100,41.95802961000001,-87.67613787000003
050200,41.95783880909091,-87.68332159999996
050300,41.957795112499994,-87.69149362499998
380200,41.8205619518072,-87.61491904819279
600400,41.8422275,-87.64389391025637
081500,41.892076014598544,-87.6261424890511
720100,41.72532219999999,-87.67334306666665
720200,41.71231085185184,-87.66798787037033
720300,41.71213425490197,-87.67610213071895
720700,41.70350451239668,-87.66527022314051
730100,41.72469035576922,-87.63830767307692
730300,41.727712409090884,-87.66477639772731
031100,41.973028422222214,-87.66404460000003
031200,41.972952297619045,-87.65734476190472
031300,41.9726982,-87.65011129523813
031400,41.961994384000015,-87.64735999199995
570500,41.79858646153845,-87.73189358119654
580100,41.82753704964536,-87.69053090780137
580200,41.82705536065575,-87.6995304016394
060300,41.95092527848102,-87.67155424050632
580400,41.81451734351144,-87.70748335114499
580600,41.817889721649486,-87.6920228659794
530300,41.68154017142859,-87.6512472357143
051300,41.93610746875,-87.67543158333332
500100,41.715270406593405,-87.59391207692313
050600,41.95045255208333,-87.67563092708332
050700,41.945222376623384,-87.67509770129867
050900,41.94492636734694,-87.68612065306121
051100,41.94153955555554,-87.68056208888889
081800,41.893878147435885,-87.63774905769228
090100,42.01472363636364,-87.81335190909091
090200,42.00674611235954,-87.81271785955049
090300,41.999317407142826,-87.8171050142857
100100,41.989938021739114,-87.78367924456518
260200,41.884717926605504,-87.72812830275227
100200,41.996745930158745,-87.79212897460309
260100,41.884676509615375,-87.72379350961539
062400,41.941751450980405,-87.66623849019605
491300,41.68839264864863,-87.62729518918917
720400,41.70980458474576,-87.6871607542373
530400,41.673358738562094,-87.65188303921565
063400,41.93451241666667,-87.64610051666668
750600,41.6888286813187,-87.65541541208793
040100,41.982299461538446,-87.68043549112426
040600,41.96685199065421,-87.68401182242987
040700,41.96706803370787,-87.69434424719094
040900,41.9632543,-87.68389715
980000,41.986572803339484,-87.90723117439688
081600,41.891679752380966,-87.62882904761904
081700,41.89174093965518,-87.63185854310349
251300,41.89852170212769,-87.7703223262412
251400,41.890421228260834,-87.77040635869564
251500,41.89092897163119,-87.7605075319149
251900,41.883889982758625,-87.7595763793103
260700,41.87648437593986,-87.72806128571429
600900,41.836718021428574,-87.6537002285714
611200,41.804879434210534,-87.66219557894739
062800,41.93596221978022,-87.66129340659339
062900,41.93612507777779,-87.65642413333333
063000,41.9362310340909,-87.65201840909087
063100,41.938187122448966,-87.6462098979592
063200,41.93904211764706,-87.63948047058824
110200,41.98111131775699,-87.77341751401869
251600,41.891119008403386,-87.75131285714288
251700,41.892133909090916,-87.74550106060607
251800,41.88433411278198,-87.74968972180459
570300,41.803926773109225,-87.73109776470588
570400,41.805612399999994,-87.7192793076923
100600,41.979148240837716,-87.79857965445028
062200,41.94302685333333,-87.65702186666662
100700,41.97173460714288,-87.79891672619048
